Experience,Fees,Place1,Profile_Dentist,Profile_Dermatologists,Profile_ENT Specialist,Profile_General Medicine,Profile_Homeopath
28,100,5,0,0,1,0,0
5,100,2,1,0,0,0,0
34,400,1,0,0,1,0,0
0,200,3,0,0,0,1,0
22,800,3,1,0,0,0,0
21,800,3,0,0,1,0,0
8,400,3,0,0,1,0,0
38,700,3,0,0,1,0,0
9,300,5,1,0,0,0,0
11,300,3,0,0,0,0,1
12,100,3,0,1,0,0,0
17,500,1,0,0,0,1,0
12,100,3,0,0,0,0,1
23,500,6,0,0,0,0,1
8,500,0,0,0,0,0,1
15,600,6,0,1,0,0,0
16,100,1,0,0,0,1,0
13,300,3,0,1,0,0,0
3,500,0,0,1,0,0,0
14,300,0,0,0,1,0,0
14,250,3,1,0,0,0,0
7,250,3,1,0,0,0,0
15,300,1,0,1,0,0,0
21,100,6,0,0,0,1,0
19,500,0,1,0,0,0,0
7,100,3,0,0,0,1,0
10,350,0,0,0,0,0,1
20,400,3,0,0,0,0,1
11,200,7,1,0,0,0,0
19,500,6,0,1,0,0,0
5,500,5,1,0,0,0,0
43,250,5,0,0,0,1,0
3,300,0,0,0,0,0,1
7,250,5,1,0,0,0,0
51,300,2,0,0,1,0,0
13,200,7,0,0,0,1,0
28,400,1,0,0,0,0,1
19,100,2,1,0,0,0,0
10,100,6,0,1,0,0,0
12,300,5,0,0,1,0,0
29,200,3,0,0,0,0,0
8,500,3,0,1,0,0,0
14,400,6,0,0,0,0,0
11,700,6,0,1,0,0,0
31,500,6,0,0,0,0,1
36,500,3,0,0,1,0,0
20,100,3,0,1,0,0,0
14,750,0,0,1,0,0,0
4,250,3,1,0,0,0,0
8,300,5,0,1,0,0,0
13,150,6,0,0,0,0,1
11,400,6,0,0,1,0,0
29,250,0,0,1,0,0,0
28,100,3,0,0,1,0,0
14,800,3,0,1,0,0,0
11,100,2,1,0,0,0,0
8,500,6,0,0,0,0,0
28,100,0,0,0,0,0,1
4,300,5,0,0,0,0,0
11,500,3,0,1,0,0,0
7,200,5,1,0,0,0,0
5,100,1,1,0,0,0,0
23,500,1,0,0,0,0,0
12,300,1,1,0,0,0,0
5,100,6,0,1,0,0,0
8,200,3,0,0,0,0,1
13,100,1,1,0,0,0,0
20,200,5,1,0,0,0,0
7,200,1,0,1,0,0,0
9,200,0,1,0,0,0,0
7,300,0,1,0,0,0,0
37,100,3,0,0,1,0,0
15,100,1,1,0,0,0,0
5,300,0,0,1,0,0,0
10,200,4,1,0,0,0,0
26,400,1,0,1,0,0,0
7,300,3,1,0,0,0,0
9,150,0,0,0,0,0,0
0,200,1,0,0,0,0,0
24,100,3,0,0,0,0,1
44,500,0,0,0,0,1,0
10,300,6,1,0,0,0,0
20,600,6,0,0,0,1,0
16,300,5,0,0,0,0,0
6,500,6,0,0,0,0,1
8,250,5,0,0,1,0,0
19,200,5,1,0,0,0,0
33,200,1,0,0,0,1,0
9,100,2,1,0,0,0,0
22,300,1,1,0,0,0,0
27,400,6,0,0,0,1,0
8,700,6,0,1,0,0,0
16,100,3,0,0,0,1,0
11,500,0,0,0,1,0,0
17,500,0,0,0,0,1,0
7,100,6,0,0,0,0,0
37,100,6,0,0,0,1,0
4,200,1,1,0,0,0,0
9,200,1,0,0,0,0,1
6,300,3,0,1,0,0,0
3,500,0,0,1,0,0,0
12,400,5,0,0,0,1,0
29,200,0,0,0,0,1,0
8,500,0,0,1,0,0,0
22,100,6,0,1,0,0,0
11,100,1,1,0,0,0,0
0,100,6,0,0,0,1,0
28,600,6,0,0,1,0,0
0,200,3,0,0,0,0,1
22,100,6,0,0,0,1,0
15,200,6,1,0,0,0,0
6,200,5,1,0,0,0,0
7,550,0,0,1,0,0,0
13,100,4,1,0,0,0,0
17,450,5,0,0,0,0,1
16,500,3,0,1,0,0,0
43,300,0,0,0,1,0,0
19,600,3,0,1,0,0,0
19,200,3,0,0,0,0,0
20,100,1,1,0,0,0,0
25,900,3,0,0,1,0,0
7,100,6,1,0,0,0,0
16,500,3,0,0,0,0,1
17,250,5,0,0,0,1,0
42,200,2,1,0,0,0,0
21,100,6,0,0,0,0,1
17,500,0,1,0,0,0,0
7,300,5,0,0,0,0,0
49,300,7,0,0,0,1,0
2,100,6,0,0,0,0,1
22,500,3,0,0,0,0,1
27,750,0,0,0,0,1,0
39,150,1,0,0,0,1,0
20,250,6,0,0,0,0,0
6,100,0,1,0,0,0,0
0,100,8,0,1,0,0,0
15,500,5,0,0,0,0,0
39,100,0,0,0,1,0,0
17,400,6,0,0,0,0,1
12,50,6,0,0,0,0,1
7,300,5,0,1,0,0,0
22,200,1,0,0,0,0,1
52,250,6,0,0,0,1,0
41,100,3,0,0,1,0,0
39,300,1,1,0,0,0,0
7,200,5,0,0,0,0,1
31,600,6,0,0,0,0,1
16,800,0,0,0,0,0,1
14,50,0,0,0,0,1,0
9,500,5,0,1,0,0,0
16,100,3,0,0,1,0,0
16,350,5,0,0,0,1,0
8,500,0,0,1,0,0,0
27,200,1,0,0,0,1,0
12,500,4,0,0,0,0,1
19,400,0,0,0,1,0,0
22,600,3,0,0,0,1,0
3,100,6,0,0,0,0,1
24,100,2,1,0,0,0,0
8,100,3,0,0,0,0,0
12,800,6,0,1,0,0,0
15,350,0,0,0,0,0,0
15,550,0,0,0,0,1,0
4,400,6,0,0,1,0,0
31,400,3,0,1,0,0,0
14,100,5,0,0,0,0,0
7,300,6,0,0,0,0,0
13,600,3,0,0,1,0,0
11,100,5,1,0,0,0,0
10,700,6,0,1,0,0,0
9,300,0,1,0,0,0,0
24,100,6,1,0,0,0,0
34,100,3,0,0,1,0,0
13,300,5,0,1,0,0,0
11,100,6,1,0,0,0,0
35,600,5,0,0,0,1,0
5,200,0,1,0,0,0,0
2,200,4,1,0,0,0,0
9,100,6,1,0,0,0,0
23,300,3,0,0,0,0,1
19,100,1,1,0,0,0,0
47,400,5,0,0,0,0,1
21,300,7,0,0,0,0,1
26,700,6,0,1,0,0,0
9,500,0,1,0,0,0,0
19,100,4,1,0,0,0,0
10,500,3,1,0,0,0,0
4,500,0,0,1,0,0,0
8,200,0,0,0,0,0,1
10,500,6,1,0,0,0,0
25,50,6,0,0,0,0,0
9,300,0,0,0,0,0,0
14,300,6,0,0,0,1,0
17,200,3,0,0,0,1,0
26,200,5,0,0,0,0,1
17,150,2,1,0,0,0,0
14,300,7,0,0,0,1,0
31,100,6,0,0,0,0,1
7,400,0,0,1,0,0,0
13,150,3,0,0,0,0,1
7,500,3,0,0,1,0,0
9,200,3,0,0,0,0,0
13,200,5,0,0,0,1,0
23,500,0,0,0,0,1,0
9,350,1,0,0,0,1,0
9,100,2,1,0,0,0,0
7,500,3,0,1,0,0,0
23,100,6,0,1,0,0,0
8,100,7,1,0,0,0,0
8,750,6,0,0,0,1,0
19,100,6,0,0,0,1,0
19,500,3,1,0,0,0,0
9,100,1,1,0,0,0,0
8,200,0,0,0,0,0,0
15,300,0,0,0,0,0,1
7,80,6,0,0,0,0,0
0,100,8,0,1,0,0,0
9,200,1,1,0,0,0,0
26,60,0,0,0,0,0,0
9,100,2,1,0,0,0,0
12,100,6,0,0,0,0,1
31,500,6,0,1,0,0,0
15,600,3,0,1,0,0,0
14,200,0,0,0,0,0,0
19,100,6,0,0,0,0,0
22,300,1,1,0,0,0,0
23,100,0,1,0,0,0,0
35,300,3,0,0,0,1,0
13,500,3,0,1,0,0,0
10,600,5,0,0,0,1,0
7,200,1,1,0,0,0,0
18,100,3,0,0,1,0,0
17,300,3,0,0,1,0,0
17,200,5,0,0,0,1,0
16,100,3,0,0,0,0,0
5,200,5,1,0,0,0,0
25,150,3,0,0,0,0,1
10,250,0,0,0,0,0,1
35,100,3,0,0,0,0,0
4,200,4,0,0,0,0,0
16,200,0,1,0,0,0,0
3,500,0,0,0,1,0,0
30,200,2,1,0,0,0,0
9,100,6,0,0,0,1,0
51,400,3,0,0,0,1,0
18,400,0,0,0,0,1,0
32,500,3,0,0,0,0,1
14,500,3,0,0,0,0,0
6,200,5,1,0,0,0,0
39,800,1,0,0,0,1,0
8,200,3,0,0,0,0,1
22,350,3,0,0,1,0,0
10,100,6,1,0,0,0,0
13,400,5,0,1,0,0,0
37,100,6,0,0,0,0,1
0,400,0,0,0,1,0,0
37,700,6,1,0,0,0,0
8,100,5,0,0,0,0,0
12,100,4,1,0,0,0,0
25,300,5,0,1,0,0,0
28,200,7,1,0,0,0,0
27,100,3,0,0,0,1,0
13,500,5,0,1,0,0,0
13,200,0,0,0,0,0,0
10,100,6,0,0,0,0,1
9,300,0,0,0,0,0,1
36,200,1,0,0,0,1,0
31,250,1,0,0,0,1,0
14,100,5,0,0,1,0,0
11,100,6,1,0,0,0,0
11,200,5,0,0,0,1,0
4,200,1,0,0,0,0,1
28,300,5,0,0,0,1,0
33,300,0,0,0,0,0,1
21,100,6,0,0,1,0,0
0,300,1,0,1,0,0,0
5,500,3,1,0,0,0,0
43,80,6,0,0,0,1,0
40,300,3,0,0,0,1,0
17,500,0,0,0,0,0,1
11,100,6,0,0,0,0,1
10,500,3,0,0,1,0,0
11,800,6,0,1,0,0,0
7,100,3,0,1,0,0,0
5,100,3,1,0,0,0,0
9,700,3,0,0,1,0,0
8,100,6,0,1,0,0,0
10,200,0,0,0,0,0,1
24,400,3,0,1,0,0,0
15,250,5,0,0,0,0,1
10,200,0,1,0,0,0,0
11,100,2,1,0,0,0,0
36,200,0,0,0,0,1,0
48,100,1,0,0,0,1,0
6,200,0,0,0,0,0,0
9,300,5,0,0,0,1,0
7,200,0,1,0,0,0,0
47,100,5,0,0,0,1,0
13,300,0,0,0,1,0,0
15,100,1,1,0,0,0,0
20,700,3,0,1,0,0,0
29,100,6,0,1,0,0,0
11,300,0,0,1,0,0,0
48,100,3,0,1,0,0,0
6,500,3,0,0,1,0,0
17,150,0,0,0,0,0,1
15,100,3,0,0,0,0,1
5,100,2,1,0,0,0,0
0,700,3,0,1,0,0,0
17,100,3,0,0,1,0,0
12,100,6,1,0,0,0,0
21,300,5,0,0,1,0,0
21,400,6,0,0,0,1,0
9,400,6,0,1,0,0,0
7,200,4,0,1,0,0,0
14,100,3,0,0,0,1,0
22,500,0,0,0,0,0,0
14,200,0,0,0,0,0,0
9,300,5,0,1,0,0,0
8,600,6,0,0,1,0,0
41,100,5,0,0,1,0,0
17,300,1,0,0,0,0,0
8,400,0,0,0,1,0,0
22,350,0,0,0,1,0,0
18,400,3,0,0,1,0,0
18,500,0,0,1,0,0,0
16,500,0,0,0,0,0,1
30,450,5,0,1,0,0,0
32,200,1,0,1,0,0,0
6,100,6,0,0,0,0,0
31,800,3,0,0,0,0,1
18,300,3,0,0,0,1,0
8,200,6,1,0,0,0,0
33,400,0,0,0,1,0,0
7,100,2,1,0,0,0,0
17,250,1,0,1,0,0,0
12,200,0,0,0,0,0,0
14,150,5,0,0,0,0,1
22,100,5,0,0,0,0,0
11,150,6,0,0,0,0,0
18,200,3,0,0,0,1,0
14,300,1,1,0,0,0,0
31,100,6,0,0,0,0,0
0,100,8,0,1,0,0,0
4,400,0,0,0,1,0,0
39,400,0,0,0,0,1,0
3,200,0,1,0,0,0,0
14,700,3,0,0,0,1,0
38,300,1,1,0,0,0,0
16,100,3,0,1,0,0,0
13,400,6,0,0,0,0,0
7,700,1,0,0,0,1,0
21,100,4,1,0,0,0,0
14,200,5,1,0,0,0,0
8,200,5,1,0,0,0,0
9,200,1,1,0,0,0,0
7,500,5,0,1,0,0,0
8,200,0,0,0,0,0,0
10,100,1,1,0,0,0,0
4,200,1,0,1,0,0,0
2,300,1,1,0,0,0,0
9,350,3,0,1,0,0,0
17,600,6,0,1,0,0,0
11,750,6,0,0,0,0,1
34,100,6,0,1,0,0,0
19,600,5,0,0,0,1,0
13,150,2,1,0,0,0,0
21,500,0,0,0,0,1,0
35,200,0,0,0,0,1,0
9,400,6,0,0,1,0,0
36,100,6,0,0,0,1,0
5,300,0,1,0,0,0,0
24,200,5,0,0,0,1,0
30,100,3,0,0,1,0,0
26,200,5,1,0,0,0,0
2,150,7,1,0,0,0,0
10,200,5,0,1,0,0,0
49,100,6,0,0,0,1,0
6,300,5,0,0,0,1,0
34,400,4,0,1,0,0,0
8,100,5,0,0,0,1,0
43,500,6,0,0,0,1,0
14,500,3,0,0,0,1,0
32,600,0,0,0,0,1,0
12,450,3,0,0,0,0,1
10,500,6,0,1,0,0,0
13,500,5,0,0,0,1,0
0,400,3,0,0,1,0,0
47,200,5,0,0,0,1,0
15,400,0,1,0,0,0,0
15,150,3,0,0,0,0,1
5,150,4,1,0,0,0,0
41,400,5,0,0,1,0,0
11,500,3,1,0,0,0,0
14,300,5,0,1,0,0,0
14,500,0,0,0,0,1,0
24,200,1,0,0,1,0,0
34,100,6,0,0,0,0,0
18,700,6,0,1,0,0,0
9,200,0,0,0,0,0,0
2,250,3,1,0,0,0,0
28,300,1,0,0,0,1,0
23,100,6,0,0,0,0,0
8,300,5,0,1,0,0,0
10,150,0,0,0,0,0,0
20,100,4,1,0,0,0,0
11,100,0,1,0,0,0,0
9,100,3,0,0,0,0,0
18,250,0,0,0,1,0,0
12,100,2,1,0,0,0,0
17,200,5,0,0,0,0,0
14,300,6,0,0,0,1,0
27,500,0,0,0,0,0,1
5,350,5,1,0,0,0,0
9,500,6,1,0,0,0,0
27,700,3,0,0,1,0,0
19,400,0,0,0,0,1,0
11,300,0,0,0,0,0,0
11,500,3,1,0,0,0,0
8,200,3,1,0,0,0,0
15,200,5,0,0,0,1,0
16,200,6,1,0,0,0,0
14,100,6,1,0,0,0,0
11,100,2,1,0,0,0,0
19,500,6,0,0,0,0,0
3,300,2,1,0,0,0,0
19,300,5,0,0,1,0,0
12,350,0,0,0,0,0,0
20,100,6,0,0,0,0,0
22,500,3,1,0,0,0,0
45,100,3,0,0,0,0,0
38,500,3,0,0,1,0,0
11,100,5,1,0,0,0,0
11,300,3,0,0,0,1,0
6,100,0,1,0,0,0,0
9,350,0,0,0,0,0,1
25,500,0,0,0,1,0,0
6,150,2,1,0,0,0,0
20,50,3,0,0,0,0,0
12,250,0,0,0,0,0,1
26,200,0,0,0,0,0,1
6,200,0,0,0,0,0,0
10,150,2,1,0,0,0,0
13,350,0,0,0,0,1,0
8,250,3,0,0,0,0,1
16,100,2,1,0,0,0,0
15,700,6,0,1,0,0,0
33,900,6,0,0,0,1,0
40,500,3,0,0,0,1,0
4,10,6,0,0,0,0,0
21,200,6,1,0,0,0,0
8,100,0,1,0,0,0,0
20,200,0,0,1,0,0,0
10,200,5,1,0,0,0,0
21,700,3,0,0,0,1,0
8,500,3,0,0,1,0,0
20,500,1,0,0,1,0,0
2,300,0,0,0,0,0,1
11,500,0,0,1,0,0,0
19,200,5,1,0,0,0,0
9,300,5,0,1,0,0,0
33,100,3,0,0,0,1,0
7,100,2,1,0,0,0,0
9,100,7,1,0,0,0,0
12,100,6,0,0,0,1,0
42,300,5,0,0,1,0,0
10,200,0,0,0,0,0,0
13,200,1,0,1,0,0,0
13,550,0,0,0,0,1,0
10,700,6,0,0,0,1,0
23,500,1,1,0,0,0,0
15,500,0,0,1,0,0,0
12,300,0,0,0,0,0,1
9,150,1,0,0,0,0,1
29,600,3,0,0,1,0,0
32,200,3,0,0,0,0,1
17,200,6,1,0,0,0,0
7,300,0,1,0,0,0,0
17,700,0,0,0,1,0,0
45,100,1,0,0,1,0,0
12,100,2,1,0,0,0,0
33,300,0,0,0,0,1,0
14,700,6,0,0,1,0,0
17,600,3,0,1,0,0,0
19,300,5,0,0,1,0,0
11,100,5,1,0,0,0,0
14,500,0,0,1,0,0,0
18,500,0,0,0,0,0,1
10,400,5,0,1,0,0,0
14,200,3,0,0,0,0,1
19,600,6,0,0,1,0,0
8,500,3,0,1,0,0,0
15,400,3,1,0,0,0,0
9,200,5,1,0,0,0,0
29,500,3,1,0,0,0,0
11,150,0,0,0,0,0,0
19,350,0,0,0,0,0,0
14,200,1,1,0,0,0,0
7,300,6,1,0,0,0,0
27,100,6,0,0,0,0,0
6,100,7,0,0,0,0,0
26,100,6,0,0,0,0,1
8,400,3,0,1,0,0,0
3,100,4,1,0,0,0,0
4,250,0,0,1,0,0,0
12,300,0,1,0,0,0,0
3,300,1,0,1,0,0,0
6,300,5,0,0,1,0,0
14,550,0,0,0,1,0,0
14,600,5,0,0,0,0,1
10,650,5,0,0,1,0,0
2,100,3,0,0,0,0,1
0,200,5,0,0,0,0,0
22,400,6,0,0,0,0,0
33,500,0,0,0,1,0,0
28,800,6,0,0,0,0,1
21,100,6,0,1,0,0,0
9,400,0,0,1,0,0,0
40,300,0,0,0,0,1,0
25,700,3,0,1,0,0,0
16,400,0,0,0,0,1,0
34,100,3,0,1,0,0,0
12,500,6,1,0,0,0,0
5,500,6,0,0,0,1,0
36,100,1,0,0,0,1,0
39,800,3,0,1,0,0,0
11,300,3,0,0,0,1,0
12,100,5,1,0,0,0,0
10,70,6,0,0,0,0,0
10,300,0,0,1,0,0,0
17,100,6,0,0,0,0,1
6,300,3,0,0,0,0,0
19,800,6,0,1,0,0,0
3,100,0,1,0,0,0,0
32,600,0,0,0,1,0,0
11,300,6,1,0,0,0,0
7,300,5,0,0,0,0,0
16,500,5,0,0,1,0,0
27,300,0,0,0,0,0,0
21,100,6,0,1,0,0,0
9,200,2,0,0,0,1,0
31,500,3,1,0,0,0,0
8,400,0,0,0,0,0,1
25,350,0,0,0,0,0,0
18,300,3,0,0,0,1,0
27,200,1,1,0,0,0,0
5,300,5,0,0,0,1,0
7,299,6,0,0,0,0,0
25,200,4,1,0,0,0,0
16,400,0,0,0,1,0,0
11,600,6,0,0,0,0,1
16,100,3,0,1,0,0,0
17,800,1,0,0,0,1,0
5,500,5,0,0,1,0,0
21,300,3,0,0,0,1,0
14,500,6,0,0,0,0,0
29,100,3,0,1,0,0,0
4,200,6,0,0,0,0,0
17,750,0,0,1,0,0,0
13,600,6,0,0,0,1,0
13,100,1,0,1,0,0,0
11,100,0,0,0,0,0,0
13,100,6,0,0,0,0,0
4,100,0,1,0,0,0,0
22,300,3,1,0,0,0,0
40,100,7,0,0,0,1,0
32,100,3,0,1,0,0,0
11,150,0,0,0,0,0,0
10,300,5,1,0,0,0,0
12,200,0,1,0,0,0,0
16,600,5,0,0,0,1,0
5,200,1,0,0,0,1,0
28,500,0,1,0,0,0,0
14,400,3,0,0,0,0,1
6,300,3,0,0,0,0,1
26,300,3,0,0,0,1,0
11,100,1,1,0,0,0,0
30,300,0,0,0,1,0,0
9,550,0,0,1,0,0,0
18,200,5,0,0,0,1,0
11,500,0,0,0,0,1,0
8,350,5,0,0,0,1,0
9,500,3,0,0,0,0,0
19,500,1,1,0,0,0,0
18,70,0,0,0,0,1,0
10,150,0,0,0,0,1,0
18,150,5,0,0,0,0,1
36,200,6,0,0,0,0,0
12,250,0,0,0,0,0,1
43,350,6,0,0,0,1,0
15,300,6,0,0,1,0,0
12,250,1,0,1,0,0,0
6,200,5,1,0,0,0,0
25,70,6,0,0,0,0,0
48,100,3,0,0,0,1,0
5,200,5,1,0,0,0,0
23,400,1,0,1,0,0,0
42,100,5,0,0,0,0,0
39,100,1,0,0,1,0,0
14,550,5,0,0,0,0,1
14,200,1,0,0,0,0,1
35,150,1,0,0,0,1,0
26,400,1,0,0,0,1,0
0,100,2,1,0,0,0,0
11,100,6,0,0,0,0,1
11,100,1,0,0,0,0,0
12,150,1,0,0,0,0,1
14,200,0,1,0,0,0,0
34,300,5,0,0,1,0,0
38,300,1,0,0,1,0,0
17,500,0,0,1,0,0,0
18,350,0,0,0,0,1,0
16,600,6,0,1,0,0,0
10,500,0,0,1,0,0,0
12,100,2,1,0,0,0,0
15,200,1,0,0,0,0,0
5,250,3,0,1,0,0,0
7,300,5,0,0,0,0,0
15,50,6,0,0,0,1,0
32,500,3,0,0,1,0,0
3,100,0,1,0,0,0,0
4,200,0,0,0,0,0,1
28,400,3,0,0,1,0,0
40,100,6,0,1,0,0,0
19,500,6,0,0,1,0,0
17,400,3,1,0,0,0,0
3,100,6,1,0,0,0,0
19,400,0,0,0,0,0,0
9,500,5,0,1,0,0,0
6,100,6,1,0,0,0,0
12,100,2,1,0,0,0,0
7,250,3,0,0,0,0,0
18,100,6,0,0,0,0,0
13,500,0,0,1,0,0,0
30,200,5,0,1,0,0,0
8,500,0,0,1,0,0,0
16,300,1,0,1,0,0,0
44,100,6,0,0,0,0,0
17,100,5,0,0,0,1,0
13,500,3,0,0,0,1,0
9,200,5,0,0,0,0,1
21,300,5,0,0,0,1,0
21,200,5,0,0,0,0,0
10,500,0,0,0,1,0,0
44,200,5,1,0,0,0,0
8,100,4,0,0,0,0,0
12,700,6,0,1,0,0,0
14,700,3,0,0,0,1,0
12,400,0,0,0,0,1,0
10,300,0,0,0,0,1,0
11,700,3,0,1,0,0,0
10,300,5,0,0,0,1,0
12,300,5,0,0,0,1,0
24,200,5,0,0,0,0,0
11,200,3,0,0,0,0,1
11,300,0,0,0,0,0,0
23,400,5,0,0,0,0,0
17,100,3,0,0,0,0,1
40,200,6,0,0,0,1,0
11,100,1,1,0,0,0,0
24,200,0,1,0,0,0,0
16,100,0,0,0,1,0,0
12,400,5,0,1,0,0,0
8,350,3,0,0,0,0,1
10,500,1,0,0,0,0,0
16,500,3,0,0,0,1,0
19,200,6,0,0,0,0,0
16,400,0,0,1,0,0,0
32,350,1,0,0,1,0,0
31,800,6,0,0,1,0,0
10,200,0,1,0,0,0,0
18,200,1,0,0,0,0,1
21,150,0,0,0,0,0,0
12,200,5,1,0,0,0,0
8,300,3,1,0,0,0,0
10,200,5,0,1,0,0,0
22,500,6,0,0,0,0,1
27,550,3,0,0,0,1,0
14,500,6,0,0,0,0,1
7,500,5,0,1,0,0,0
23,500,0,0,0,0,1,0
23,100,5,0,0,0,0,0
12,100,1,1,0,0,0,0
5,250,3,1,0,0,0,0
12,300,1,0,1,0,0,0
3,100,3,0,1,0,0,0
0,350,0,0,0,1,0,0
10,500,1,0,1,0,0,0
8,450,0,0,0,0,0,1
21,500,0,0,0,0,1,0
13,400,3,0,1,0,0,0
43,100,3,0,0,0,1,0
42,200,6,1,0,0,0,0
0,500,4,0,1,0,0,0
21,300,1,0,1,0,0,0
10,500,3,0,1,0,0,0
9,800,6,1,0,0,0,0
44,100,6,0,0,0,0,1
36,100,5,0,1,0,0,0
17,500,3,0,0,1,0,0
7,500,5,0,0,0,0,0
10,100,6,0,1,0,0,0
44,500,3,0,0,0,1,0
10,200,5,0,0,0,0,1
32,100,1,0,0,0,0,1
36,100,6,0,0,0,0,0
18,300,5,1,0,0,0,0
10,450,0,0,0,0,1,0
9,500,3,1,0,0,0,0
12,100,0,1,0,0,0,0
12,200,4,0,0,1,0,0
45,50,6,0,0,0,0,0
18,400,5,0,0,0,0,1
31,100,5,0,0,0,0,0
12,100,5,1,0,0,0,0
42,200,1,0,0,0,1,0
8,500,0,0,1,0,0,0
37,100,6,0,0,0,1,0
10,500,3,1,0,0,0,0
27,350,0,0,0,0,1,0
15,100,3,0,1,0,0,0
39,100,6,0,1,0,0,0
20,500,1,0,0,0,0,0
33,100,3,0,0,0,1,0
6,450,0,0,0,0,0,1
14,300,0,0,1,0,0,0
10,500,6,0,0,0,0,1
14,500,6,0,1,0,0,0
9,300,1,1,0,0,0,0
18,400,6,0,0,0,0,1
11,500,3,1,0,0,0,0
21,500,3,1,0,0,0,0
21,700,6,0,1,0,0,0
31,500,5,0,0,0,1,0
28,100,6,0,0,0,1,0
27,200,5,1,0,0,0,0
11,200,0,0,0,0,0,1
18,500,3,0,0,0,0,1
0,150,2,0,0,1,0,0
14,400,0,0,0,0,0,1
7,200,6,1,0,0,0,0
31,250,2,0,0,0,1,0
13,100,6,0,0,0,0,0
27,300,5,0,0,0,0,1
4,250,4,0,1,0,0,0
14,800,3,0,1,0,0,0
13,500,6,0,0,0,0,1
12,300,0,0,0,0,1,0
9,100,4,0,0,0,0,1
5,100,2,1,0,0,0,0
16,50,6,0,0,0,0,0
10,150,1,0,0,0,0,1
11,200,3,0,0,0,1,0
4,100,3,0,0,0,1,0
24,100,3,0,1,0,0,0
19,500,0,0,0,0,0,0
11,100,2,1,0,0,0,0
16,200,3,0,0,0,0,0
16,250,1,1,0,0,0,0
33,350,0,0,0,0,0,0
17,300,0,1,0,0,0,0
28,250,1,0,0,0,0,0
19,100,0,0,0,0,1,0
15,100,6,0,0,0,0,0
6,900,6,0,1,0,0,0
5,300,1,0,0,0,0,0
14,100,2,1,0,0,0,0
26,100,0,0,0,0,1,0
12,500,3,0,1,0,0,0
11,300,0,1,0,0,0,0
11,500,0,0,0,0,0,0
6,500,5,0,0,0,1,0
19,250,0,0,1,0,0,0
19,100,0,0,0,1,0,0
13,150,3,0,0,0,0,0
6,300,6,0,0,0,0,0
36,200,0,0,0,0,1,0
14,700,3,0,0,0,1,0
16,200,0,0,0,0,1,0
5,700,3,0,1,0,0,0
36,200,1,0,0,0,1,0
17,100,6,0,0,1,0,0
18,50,5,0,0,0,0,0
4,100,4,1,0,0,0,0
9,100,3,1,0,0,0,0
11,700,6,0,0,1,0,0
13,500,1,1,0,0,0,0
14,250,1,0,1,0,0,0
18,200,0,0,0,1,0,0
16,600,1,0,0,1,0,0
14,800,6,0,0,0,1,0
25,700,6,0,0,0,0,1
0,150,1,1,0,0,0,0
10,300,6,1,0,0,0,0
15,600,3,0,0,0,1,0
33,500,5,0,0,0,0,0
19,300,0,0,0,0,1,0
17,150,2,1,0,0,0,0
16,200,0,1,0,0,0,0
21,300,5,1,0,0,0,0
14,200,3,1,0,0,0,0
13,100,3,0,0,0,0,0
20,550,5,0,0,0,1,0
33,800,6,0,0,1,0,0
37,100,6,0,0,1,0,0
7,300,3,0,0,0,0,1
10,300,0,0,0,0,0,1
19,100,6,0,1,0,0,0
6,100,0,1,0,0,0,0
21,100,0,1,0,0,0,0
25,200,1,0,1,0,0,0
29,400,1,0,0,1,0,0
5,100,0,0,0,0,0,1
11,200,1,1,0,0,0,0
37,100,1,0,0,0,1,0
13,100,6,1,0,0,0,0
9,100,6,0,0,0,1,0
18,300,0,0,0,0,1,0
17,200,1,0,0,0,0,1
7,300,4,0,0,0,0,0
42,300,3,0,0,0,1,0
43,100,6,0,0,0,0,0
27,350,6,0,0,0,0,1
20,600,1,0,0,0,1,0
33,100,3,0,0,0,1,0
8,500,3,1,0,0,0,0
11,300,5,1,0,0,0,0
3,200,1,0,0,0,0,0
31,100,6,0,0,0,1,0
4,300,6,0,0,0,1,0
10,300,2,1,0,0,0,0
35,500,5,0,0,1,0,0
7,300,5,0,0,1,0,0
20,200,4,1,0,0,0,0
26,100,6,0,0,0,1,0
39,300,5,0,0,0,1,0
25,300,6,0,0,0,1,0
16,300,5,0,0,0,1,0
28,400,3,0,0,1,0,0
23,100,1,1,0,0,0,0
11,300,6,1,0,0,0,0
4,800,6,0,0,1,0,0
19,300,3,1,0,0,0,0
3,200,7,0,0,0,0,0
30,250,3,0,0,0,0,1
12,300,1,0,0,0,0,1
7,700,6,0,1,0,0,0
8,70,6,0,0,0,0,1
3,300,1,0,0,1,0,0
9,200,3,0,0,0,0,0
21,500,3,0,0,1,0,0
41,200,6,0,0,0,1,0
17,200,5,1,0,0,0,0
21,100,7,0,0,0,0,0
9,200,1,1,0,0,0,0
29,500,3,0,0,0,0,1
13,100,2,1,0,0,0,0
9,700,3,0,1,0,0,0
11,50,6,0,0,0,0,1
8,300,6,1,0,0,0,0
0,500,5,0,0,0,0,1
7,100,6,0,1,0,0,0
16,100,5,1,0,0,0,0
5,500,5,0,1,0,0,0
20,300,3,0,0,0,0,1
25,400,3,0,1,0,0,0
9,250,4,1,0,0,0,0
39,100,6,0,1,0,0,0
23,400,0,1,0,0,0,0
17,100,1,1,0,0,0,0
39,300,3,0,0,0,1,0
